시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
C10,부산광역시교육청,7201059,대천리초등학교,Daechunlee Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46528 ,부산광역시 북구 산성로 87-10,/ 대천리초등학교 (화명동),051-366-2700,www.daechunlee.es.kr,남여공학,051-362-6624,,N,일반계,,전기,주간,19960301,19960301,20230615
C10,부산광역시교육청,7181078,대천중학교,Daecheon Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,48530 ,부산광역시 남구 신선로 491,(대연동/ 대천중학교),051-626-2571,http://www.daecheon.ms.kr,남여공학,051-621-1666,  ,N,일반계,,전기,주간,19831101,19831101,20230615
C10,부산광역시교육청,7181023,대천초등학교,Daechun Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48529 ,부산광역시 남구 조각공원로 19,(대연동/ 대천초등학교),051-622-3101,http://www.daechon.es.kr,남여공학,051-625-8291,  ,N,일반계,,전기,주간,19800510,19800510,20230615
C10,부산광역시교육청,7211028,대청중학교,Daicheong Middle School,중학교,부산광역시,부산광역시해운대교육지원청,공립,46075 ,부산광역시 기장군 기장읍 차성서로 3,(기장읍/대청중학교),051-720-0600,http://www.daicheong.ms.kr,남여공학,051-721-6024,  ,N,일반계,,전기,주간,20030301,20030301,20230615
C10,부산광역시교육청,7211045,대청초등학교,Daechung Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46068 ,부산광역시 기장군 기장읍 차성서로 31,(기장읍),051-723-0923,http://www.daechung.es.kr/,남여공학,051-723-0924,  ,N,일반계,,전기,주간,19980901,19980901,20230615
C10,부산광역시교육청,7171057,대평초등학교,Daepyung Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49047 ,부산광역시 영도구 절영로 82,/ 대평초등학교 (남항동2가/ 대평초등학교),051-416-1934,http://daepyung.es.kr/,남여공학,051-412-4359,  ,N,일반계,,전기,주간,19661015,19661015,20230615
C10,부산광역시교육청,7201061,덕두초등학교,Deokdu Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46720 ,부산광역시 강서구 공항로791번길 68,(대저2동/덕두초등학교),051-711-5120,http://www.deokdu.es.kr/,남여공학,051-971-8761,  ,N,일반계,,전기,주간,19480325,19480325,20230615
C10,부산광역시교육청,7181101,덕명여자중학교,Deokmyeong Girls` Middle School,중학교,부산광역시,부산광역시남부교육지원청,사립,47310 ,부산광역시 부산진구 봉수로 13,(전포동/ 덕명여자중학교),051-816-7990,www.deokmyeong.ms.kr,여,051-816-7992,  ,N,일반계,,전기,주간,19530714,19530703,20230615
C10,부산광역시교육청,7150096,덕문고등학교,Duckmun High School,고등학교,부산광역시,부산광역시교육청,공립,46769 ,부산광역시 강서구 동선길 172,(성북동),051-979-6100,www.duckmun.hs.kr,남여공학,051-972-9848,일반고,N,일반계,,전기,주간,19740105,19740307,20230615
C10,부산광역시교육청,7150130,덕문여자고등학교,DUK MOON GIRLS` HIGH SCHOOL,고등학교,부산광역시,부산광역시교육청,사립,48237 ,부산광역시 수영구 연수로310번길 114,(광안동/덕문여자고등학교),051-756-1802,http://www.dukmoon.hs.kr,여,051-751-0920,일반고,N,일반계,,전기,주간,19861230,19861230,20230615
C10,부산광역시교육청,7201018,덕문중학교,Deokmun Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46769 ,부산광역시 강서구 동선길 144,/ 덕문중학교 (성북동),051-979-6170,http://duckmun.ms.kr/,남여공학,971-2650,  ,N,일반계,,전기,주간,19540910,19540910,20230615
C10,부산광역시교육청,7201062,덕상초등학교,Deoksang Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46941 ,부산광역시 사상구 덕상로 32,(덕포동/ 덕상초등학교),051-309-3400,http://school.busanedu.net/deoksang-e,남여공학,051-304-1491,  ,N,일반계,,전기,주간,19930301,19930301,20230615
C10,부산광역시교육청,7201063,덕성초등학교,Deok Seong Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46546 ,부산광역시 북구 만덕대로39번길 45,/ 덕성초등학교 (덕천동),051-330-3600,http://school.busanedu.net/dsedu-e,남여공학,051-342-9855,,N,일반계,,전기,주간,19830127,19830607,20230615
C10,부산광역시교육청,7201064,덕양초등학교,Deokyang Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46591 ,부산광역시 북구 함박봉로 42,(만덕동/ 덕양초등학교),051-338-8364,http://deokyang.es.kr,남여공학,051-338-8361,  ,N,일반계,,전기,주간,20000301,20000301,20230615
C10,부산광역시교육청,7171042,덕원중학교,Deokwon middle school,중학교,부산광역시,부산광역시서부교육지원청,사립,48918 ,부산광역시 중구 망양로 356,(영주동/ 덕원중학교),051-790-8100,www.deogweon.ms.kr,남,051-790-8104,  ,N,일반계,,전기,주간,19530713,19530713,20230615
C10,부산광역시교육청,7201020,덕천중학교,Deokcheon Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46552 ,부산광역시 북구 만덕대로65번길 50,(덕천동/덕천중학교),051-366-3404,http://deokcheon.ms.kr,남여공학,051-338-9038,,N,일반계,,전기,주간,19810916,19810916,20230615
C10,부산광역시교육청,7201065,덕천초등학교,Dugchun Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46579 ,부산광역시 북구 덕천2길 10,(구포동/ 덕천초등학교),051-331-9194,http://school.busanedu.net/dugchun-e/main.do,남여공학,051-331-9193,  ,N,일반계,,전기,주간,19791231,19791231,20230615
C10,부산광역시교육청,7201021,덕포여자중학교,Duckpo Girls Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46952 ,부산광역시 사상구 사상로310번길 110,(덕포동),051-319-9911,duckpo.ms.kr,여,051-304-7164,  ,N,일반계,,전기,주간,19821227,19821227,20230615
C10,부산광역시교육청,7201066,덕포초등학교,Deokpo Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46945 ,부산광역시 사상구 삼덕로 83,(덕포동/ 덕포초등학교),051-3200-400,http://www.deokpo.es.kr,남여공학,051-303-8514,  ,N,일반계,,전기,주간,19830122,19830122,20230615
C10,부산광역시교육청,7150131,데레사여자고등학교,Theresa Girls` High School,고등학교,부산광역시,부산광역시교육청,사립,48723 ,부산광역시 동구 정공단로47번길 14,(범일동/ 데레사여자고등학교),051-640-1222,www.trs.hs.kr,여,051-640-1120,일반고,N,일반계,,전기,주간,19540901,19540504,20230615
C10,부산광역시교육청,7201067,동궁초등학교,Donggung Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,47046 ,부산광역시 사상구 엄궁로 70-7,(엄궁동/ 동궁초등학교),051-315-8275,www.donggung.es.kr,남여공학,051-315-8279,  ,N,일반계,,전기,주간,19990901,19990901,20230615
C10,부산광역시교육청,7150097,동래고등학교,dongnae high school,고등학교,부산광역시,부산광역시교육청,공립,47812 ,부산광역시 동래구 충렬대로285번길 22,(칠산동/동래고등학교),051-555-0151,http://dongnae.hs.kr/,남,051-555-3865,일반고,N,일반계,,전기,주간,18980901,18980901,20230615
C10,부산광역시교육청,7150224,동래고등학교부설방송통신고등학교,THE AIR AND CORRESPONDENCE HIGH SCHOOL ATTACHED TO DONGNAE HIGH SCHOOL,방송통신고등학교,부산광역시,부산광역시교육청,공립,47812 ,부산광역시 동래구 충렬대로285번길 22,(칠산동/동래고등학교),051-550-7790,,남여공학,051-558-0663,일반고,N,일반계,,전기,주간,19820301,19820301,20230709
C10,부산광역시교육청,7150132,동래여자고등학교,Dongnae Girls High School,고등학교,부산광역시,부산광역시교육청,사립,46252 ,부산광역시 금정구 체육공원로 20,/ 동래여자고등학교 (부곡동),051-514-1227,www.dongnae-gh.hs.kr,여,051-516-5724,일반고,N,일반계,,전기,주간,18951015,19400530,20230615
C10,부산광역시교육청,7191038,동래여자중학교,Dongnae girls Middle School,중학교,부산광역시,부산광역시동래교육지원청,사립,46252 ,부산광역시 금정구 체육공원로 20,/ 동래여자중학교 (구서동/ 학교법인동래학원),051-516-5783,dongnae-g.ms.kr,여,051-514-1225,  ,N,일반계,,전기,주간,18951015,18951015,20230615
C10,부산광역시교육청,7150170,동래원예고등학교,Dongnae Horticulture High School,고등학교,부산광역시,부산광역시교육청,공립,47707 ,부산광역시 동래구 금강로 43,(온천동/ 동래원예고등학교),051-550-3700,http://school.busanedu.net/wonyea-h/main.do,남여공학,051-555-4635,특성화고,N,전문계,,전기,주간,19731120,19731120,20230615
C10,부산광역시교육청,7191017,동래중학교,DongNae Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,47735 ,부산광역시 동래구 충렬대로181번길 109,(명륜동/동래중학교),051-790-0800,www.dongnae.ms.kr,남,051-790-0890,,N,일반계,,전기,주간,19510831,19511007,20230615
C10,부산광역시교육청,7191101,동래초등학교,Dongrae Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,사립,46251 ,부산광역시 금정구 체육공원로44번길 26,/ 동래초등학교 (구서동),051-581-0901,http://www.dongrae.es.kr/,남여공학,051-581-0903,  ,N,일반계,,전기,주간,19650114,19650114,20230615
C10,부산광역시교육청,7150620,동명공업고등학교,TONGMYONG TECHNICAL HIGHSCHOOL,고등학교,부산광역시,부산광역시교육청,사립,48520 ,부산광역시 남구 신선로 410,(용당동/ 동명공업고등학교),051-610-2527,http://tm.hs.kr/,남여공학,051-610-2528,특성화고,N,전문계,,전기,주간,19771216,19771216,20230615
C10,부산광역시교육청,7191063,동명초등학교,Dongmyung Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47589 ,부산광역시 연제구 쌍미천로44번길 17,(연산동/ 동명초등학교),051-863-2965,www.dongmyung.es.kr,남여공학,051-863-2966,,N,일반계,,전기,주간,19800301,19800301,20230615
C10,부산광역시교육청,7211012,동백중학교,Tongbaek Middle School,중학교,부산광역시,부산광역시해운대교육지원청,공립,48103 ,부산광역시 해운대구 좌동순환로468번가길 97,(중동/동백중학교),051-740-2300,http://tongbaek.ms.kr,남여공학,051-731-3205,  ,N,일반계,,전기,주간,19880106,19880106,20230615
C10,부산광역시교육청,7211046,동백초등학교,Dongbaek Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48114 ,부산광역시 해운대구 좌동순환로357번길 6,/ 동백초등학교 (중동),051-746-7367,http://dongbaek.es.kr,남여공학,051-746-4075,  ,N,일반계,,전기,주간,19760301,19760301,20230615
C10,부산광역시교육청,7171058,동삼초등학교,Dongsam Elemantary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49100 ,부산광역시 영도구 태종로 610,(동삼동/동삼초등학교),051-403-9555,http://school.busanedu.net/dongsam-e/main.do,남여공학,051-403-6088,  ,N,일반계,,전기,주간,19420401,19420401,20230615
C10,부산광역시교육청,7191064,동상초등학교,Dongsang Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46335 ,부산광역시 금정구 옥봉로 5,(서동/ 동상초등학교),051-531-2054,http://dongsang.es.kr ,남여공학,051-528-5583,  ,N,일반계,,전기,주간,19750301,19750301,20230615
C10,부산광역시교육청,7181069,동성초등학교,Dongsung Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,사립,47310 ,부산광역시 부산진구 동성로 26,(전포동/동성초등학교),051-803-8987,www.ds.es.kr,남여공학,051-802-7986,  ,N,일반계,,전기,주간,19621011,19621011,20230615
C10,부산광역시교육청,7211035,동수영중학교,Dongsuyong Middle School,중학교,부산광역시,부산광역시해운대교육지원청,사립,48245 ,부산광역시 수영구 광서로 74,(광안동/ 동수영중학교),051-752-0046,http://dsuyoung.ms.kr,남여공학,051-751-9674,,N,일반계,,전기,주간,19700113,19700915,20230615
C10,부산광역시교육청,7191018,동신중학교,Dongshin Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,47750 ,부산광역시 동래구 충렬사로51번길 38,(명장동),051-540-2500,dongshin.ms.kr,남,051-540-2507,  ,N,일반계,,전기,주간,19741221,19741221,20230615
C10,부산광역시교육청,7171059,동신초등학교,Dongsin Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49212 ,부산광역시 서구 대영로85번길 81-19,(동대신동3가/ 동신초등학교),051-240-0700,www.dongsin.es.kr,남여공학,051-242-1752,,N,일반계,,전기,주간,19390330,19390330,20230615
C10,부산광역시교육청,7150133,동아고등학교,Dong A High School,고등학교,부산광역시,부산광역시교육청,사립,49394 ,부산광역시 사하구 괴정로244번길 63,(괴정동/ 동아고등학교),051-290-5000,http://dong-a.hs.kr,남,051-291-5008,일반고,N,일반계,,전기,주간,19510921,19510921,20240225
C10,부산광역시교육청,7150198,동아공업고등학교,Dong-A Technical High School,고등학교,부산광역시,부산광역시교육청,사립,49394 ,부산광역시 사하구 괴정로260번길 79,(괴정동/동아공업고등학교),051-200-3800,http://donga-tec.hs.kr,남여공학,051-205-6121,특성화고,N,전문계,,전기,주간,19630114,20031107,20230615
C10,부산광역시교육청,7211034,동아중학교,Dong-A Middle School,중학교,부산광역시,부산광역시해운대교육지원청,사립,48259 ,부산광역시 수영구 호암로 55,(광안동/ 동아중학교),051-792-1000,http://school.busanedu.net/dong-a-m,남여공학,051-792-1045,  ,N,일반계,,전기,주간,19451101,19451101,20230615
C10,부산광역시교육청,7181079,동양중학교,Dongyang Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,47148 ,부산광역시 부산진구 백양산로 96,(부암동/ 동양중학교),051-606-2500,http://dyj.ms.kr,남여공학,051-606-2505,  ,N,일반계,,후기,주간,20040301,20040301,20230615
C10,부산광역시교육청,7181024,동양초등학교,Dong-yang elementary school,초등학교,부산광역시,부산광역시남부교육지원청,공립,47148 ,부산광역시 부산진구 백양산로 99,(부암동/ 동양초등학교),051-819-9103,http://school.busanedu.net/dong-yang-e/main.do,남여공학,051-819-9102,  ,N,일반계,,전기,주간,20050901,20051004,20230615
C10,부산광역시교육청,7181025,동원초등학교,Dongwon Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,47154 ,부산광역시 부산진구 백양산로 43,(당감동/ 동원초등학교),051-890-0200,http://www.pdw.es.kr,남여공학,051-896-6764,  ,N,일반계,,전기,주간,19850301,19850301,20230615
C10,부산광역시교육청,7150739,동의고등학교,Dongeui Technical High School,고등학교,부산광역시,부산광역시교육청,사립,47230 ,부산광역시 부산진구 양지로 50,"(전포동, 동의공업고등학교)",051-811-7510,http://school.busanedu.net/dongeui-tech-h,남,051-811-7588,특성화고,N,전문계,,전기,주간,19661117,19661117,20230615
C10,부산광역시교육청,7181102,동의중학교,Dongeui Middle School,중학교,부산광역시,부산광역시남부교육지원청,사립,47230 ,부산광역시 부산진구 진남로462번길 16,(전포동/ 동의중학교),051-816-8691,http://www.dongeui.ms.kr,남,051-808-8214,  ,N,일반계,,전기,주간,19661117,19661117,20230615
C10,부산광역시교육청,7150134,동인고등학교,Dongin High School,고등학교,부산광역시,부산광역시교육청,사립,47873 ,부산광역시 동래구 쇠미로31번길 34,(사직동/ 동인고등학교),051-501-4940,www.dongin.hs.kr,남,051-501-0712,일반고,N,일반계,,전기,주간,19740105,19740105,20230615
C10,부산광역시교육청,7181026,동일중앙초등학교,Dongiljungang Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48799 ,부산광역시 동구 구봉로 46,(수정동/동일중앙초등학교),051-460-0100,http://dongiljungang.es.kr/,남여공학,051-460-0118,  ,N,일반계,,전기,주간,19960420,19960420,20230615
C10,부산광역시교육청,7150431,동주여자고등학교,Dongju Girls High School,고등학교,부산광역시,부산광역시교육청,사립,48949 ,부산광역시 중구 광복중앙로 18,(광복동3가/동주여자고등학교),051-240-3000,http://www.dongju.hs.kr,여,051-246-4097,일반고,N,일반계,,전기,주간,19190526,19190526,20230615
C10,부산광역시교육청,7171036,동주여자중학교,Dongju Girls` Middle School,중학교,부산광역시,부산광역시서부교육지원청,사립,49352 ,부산광역시 사하구 사리로8번길 28,(괴정동/ 동주여자중학교),051-207-3964,http://dong-ju.ms.kr,여,051-207-3969,,N,일반계,,전기,주간,19190426,19190426,20230615
C10,부산광역시교육청,7201022,동주중학교,Dongju Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,47017 ,부산광역시 사상구 주례로 107,(주례동/동주중학교),051-322-0057,http://www.dongju.ms.kr,남,051-316-4175,  ,N,일반계,,전기,주간,19840107,19840107,20230615
C10,부산광역시교육청,7201068,동주초등학교,Dongju Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,47014 ,부산광역시 사상구 가야대로306번길 72,(주례동/ 동주초등학교),051-790-3700,http://dongju.es.kr,남여공학,051-790-3770,  ,N,일반계,,전기,주간,19791231,19791231,20230615
C10,부산광역시교육청,7150135,동천고등학교,DongCheon High School,고등학교,부산광역시,부산광역시교육청,사립,48429 ,부산광역시 남구 못골번영로 105,/ 동천고등학교 (대연동),051-628-1300,http://dongcheon.hs.kr,남,051-624-0519,일반고,N,일반계,,전기,주간,19800124,19800525,20230624
C10,부산광역시교육청,7181027,동천초등학교,Dongcheon Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48542 ,부산광역시 남구 석포로26번길 22,/ 동천초등학교 (감만동/ 동천초등학교),051-644-2853,https://school.busanedu.net/dong-cheon-e/main.do,남여공학,051-644-4414,  ,N,일반계,,전기,주간,19810527,19810527,20230615
C10,부산광역시교육청,7181080,동평여자중학교,Dong-pyung Girls Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,47137 ,부산광역시 부산진구 백양순환로119번길 12-39,(부암동/ 동평여자중학교),051-817-4602,http://dong-pyung.ms.kr/,여,051-806-7163,  ,N,일반계,,전기,주간,19800124,19800124,20230615
C10,부산광역시교육청,7181081,동평중학교,Dong pyeong Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,47137 ,부산광역시 부산진구 백양순환로119번길 12-31,(부암동/ 동평중학교),051-605-1600,www.dongpyeong.ms.kr,남,051-605-1619,  ,N,일반계,,전기,주간,19810117,19810615,20230615
C10,부산광역시교육청,7181028,동평초등학교,Dongpyeong Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,47146 ,부산광역시 부산진구 당감서로65번길 31,/ (당감동/동평초등학교) (당감동),051-718-0100,http://dongpyeong.es.kr,남여공학,051-718-0110,  ,N,일반계,,전기,주간,19760301,19760301,20230615
C10,부산광역시교육청,7181082,동항중학교,Donghang Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,48546 ,부산광역시 남구 양지골로 248,(감만동),051-640-2500,http://school.busanedu.net/donghang-m,남여공학,051-635-7030,  ,N,일반계,,전기,주간,19800214,19800214,20230615
C10,부산광역시교육청,7181029,동항초등학교,Donghang Elementary School,초등학교,부산광역시,부산광역시남부교육지원청,공립,48551 ,부산광역시 남구 우암로 42,(감만동/ 동항초등학교),051-643-8236,http://donghang.es.kr,남여공학,051-647-7995,  ,N,일반계,,전기,주간,19390413,19390413,20230615
C10,부산광역시교육청,7191039,동해중학교,Donghae Middle School,중학교,부산광역시,부산광역시동래교육지원청,사립,47756 ,부산광역시 동래구 시실로 19-39,(명륜동/ 동해중학교),051-555-4458,www.psdonghae.ms.kr,남,051-553-9234,  ,N,일반계,,전기,주간,19671127,19671127,20230615
C10,부산광역시교육청,7191019,동현중학교,Donghyeon Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,46309 ,부산광역시 금정구 서동로 50,(부곡동/ 동현중학교),051-580-0800,http://www.donghyeon.ms.kr,남,051-580-0899,  ,N,일반계,,전기,주간,19811228,19811228,20230615
C10,부산광역시교육청,7191065,동현초등학교,Donghyun Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46305 ,부산광역시 금정구 동현로 36,(부곡동/ 동현초등학교),051-960-5700,http://bs-donghyun.es.kr,남여공학,051-960-5704,  ,N,일반계,,전기,주간,19771230,19771230,20230615
C10,부산광역시교육청,7171017,두송중학교,Doosong Middle School,중학교,부산광역시,부산광역시서부교육지원청,공립,49521 ,부산광역시 사하구 다송로 76,(다대동/두송중학교),051-260-5400,http://doosong.ms.kr,남여공학,051-260-5492,  ,N,해당없음,,전기,주간,20060301,20060303,20230615
C10,부산광역시교육청,7191066,두실초등학교,DuSil Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46233 ,부산광역시 금정구 중앙대로1893번길 33,(구서동/ 두실초등학교),051-580-0400,http://www.dusil.es.kr,남여공학,051-580-0498,,N,해당없음,,전기,주간,20050713,20060501,20230615
C10,부산광역시교육청,7150363,만덕고등학교,Mandeok High School,고등학교,부산광역시,부산광역시교육청,공립,46616 ,부산광역시 북구 함박봉로140번길 98-12,/ 만덕고등학교 (만덕동),051-330-3500,http://www.mandeok.hs.kr/,남여공학,051-330-3595,일반고,N,일반계,,전기,주간,19991230,20020501,20230615
C10,부산광역시교육청,7201023,만덕중학교,Mandeok Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46558 ,부산광역시 북구 만덕1로 52,/ 만덕중학교 (만덕동),051-7969-300,www.mandeok.ms.kr/,남여공학,051-7969-390,,N,일반계,,전기,주간,19990114,19990301,20230615
C10,부산광역시교육청,7201069,만덕초등학교,Manduk Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46558 ,부산광역시 북구 만덕1로 72,(만덕동/ 만덕초등학교),051-320-7600,http://manduk.or.kr,남여공학,051-320-7699,,N,일반계,,전기,주간,19760302,19760302,20230615
C10,부산광역시교육청,7211024,망미중학교,Mangmi Middle School,중학교,부산광역시,부산광역시해운대교육지원청,공립,48200 ,부산광역시 수영구 망미배산로 102,(망미동/망미중학교),051-750-0700,http://www.mangmi.ms.kr,남여공학,051-750-0788,  ,N,일반계,,전기,주간,19820305,19820305,20230615
C10,부산광역시교육청,7211047,망미초등학교,Mangmi Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48216 ,부산광역시 수영구 수미로35번길 27,/ 망미초등학교 (망미동),051-7965-501,http://school.busanedu.net/mangmi-e,남여공학,051-7965-569,,N,일반계,,전기,주간,19750303,19751115,20230615
C10,부산광역시교육청,7201070,명덕초등학교,Myeong deok elementary school,초등학교,부산광역시,부산광역시북부교육지원청,공립,46538 ,부산광역시 북구 금곡대로186번길 43,(화명동/ 명덕초등학교),051-330-6800,http://myd.es.kr,남여공학,051-332-0142,,N,일반계,,전기,주간,19811229,19811229,20230615
C10,부산광역시교육청,7191067,명동초등학교,Myungdong Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47767 ,부산광역시 동래구 명장로63번길 60-5,(명장동/ 명동초등학교),051-550-5700,www.mdong.es.kr,남여공학,051-527-8120,  ,N,일반계,,전기,주간,19870301,19870301,20230615
C10,부산광역시교육청,7191068,명륜초등학교,Myongryun Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47748 ,부산광역시 동래구 동래로 91,(명륜동/명륜초등학교),051-713-6800,http://school.busanedu.net/myeongryun-e/main.do,남여공학,051-713-6819,  ,N,일반계,,전기,주간,19170505,19170505,20230615
C10,부산광역시교육청,7201263,명문초등학교,MYEONGMUN ELEMENTARY SCHOOL,초등학교,부산광역시,부산광역시북부교육지원청,공립,46724 ,부산광역시 강서구 명지국제8로 195,/ 명문초등학교 (명지동),051-710-2114,http://myeongmun.es.kr,남여공학,051-710-3487,,N,,,전기,주간,20230301,20230301,20230615
C10,부산광역시교육청,7191069,명서초등학교,Myoungseo Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47760 ,부산광역시 동래구 명서로 121,(명장동/ 명서초등학교),051-524-7837,www.myongseo.es.kr,남여공학,051-526-4767,  ,N,일반계,,전기,주간,19850126,19850126,20230615
C10,부산광역시교육청,7201252,명원초등학교,Myoungwon Elementary school,초등학교,부산광역시,부산광역시북부교육지원청,공립,46726 ,부산광역시 강서구 명지국제6로 147,(명지동/ 명원초등학교),051-250-3300,http://school.busanedu.net/myoungwon-e/main.do,남여공학,051-250-3499,,N,,,전기,주간,20200301,20200501,20230615
C10,부산광역시교육청,7201243,명일초등학교,MYEONGIL ELEMENTARY SCHOOL,초등학교,부산광역시,부산광역시북부교육지원청,공립,46726 ,부산광역시 강서구 명지국제5로 170-5,(명지동/ 명일초등학교),051-290-1500,http://myeong1.es.kr,남여공학,051-290-1590,,N,,,전기,주간,20190301,20190501,20230615
C10,부산광역시교육청,7191070,명장초등학교,Myungjang Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47749 ,부산광역시 동래구 복천로 121,(명장동/ 명장초등학교),051-529-0644,http://myungjang.es.kr,남여공학,051-529-0646,,N,일반계,,전기,주간,19830127,19830127,20230615
C10,부산광역시교육청,7201224,명지중학교,myeongji middle school,중학교,부산광역시,부산광역시북부교육지원청,공립,46773 ,부산광역시 강서구 명지국제6로318번길 54,(명지동),051-220-1400,http://myeongji.ms.kr,남여공학,051-220-1498,,N,,,전기,주간,20160301,20160301,20230615
C10,부산광역시교육청,7201071,명지초등학교,Myungji Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46726 ,부산광역시 강서구 명지국제6로 296,/ 명지초등학교 (명지동),051-602-1200,www.myungji.es.kr,남여공학,051-271-1979,  ,N,일반계,,전기,주간,19230417,19230417,20230615
C10,부산광역시교육청,7201024,명진중학교,MyeongJin Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46524 ,부산광역시 북구 학사로 192,(화명동/ 명진중학교),051-330-4603,http://www.mjm.ms.kr/,남여공학,051-330-4690,  ,N,일반계,,전기,주간,20030301,20030301,20230615
C10,부산광역시교육청,7201072,명진초등학교,myungjin elementary school,초등학교,부산광역시,부산광역시북부교육지원청,공립,46524 ,부산광역시 북구 화명신도시로 159,(화명동/ 명진초등학교),051-330-4700,http://myungjin.es.kr,남여공학,051-330-4795,,N,일반계,,전기,주간,20030301,20030301,20230615
C10,부산광역시교육청,7150451,명호고등학교,Myeongho High School,고등학교,부산광역시,부산광역시교육청,공립,46765 ,부산광역시 강서구 명지오션시티2로 97,(명지동/명호고등학교),051-220-1300,http://myeongho.hs.kr/,남여공학,051-271-6402,일반고,N,일반계,,전기,주간,20090301,20090301,20230615
C10,부산광역시교육청,7201025,명호중학교,Myeong-ho Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46765 ,부산광역시 강서구 명지오션시티2로 100,(명지동/ 명호중학교),051-220-1200,http://myeong-ho.ms.kr/,남여공학,051-271-6304,,N,,,전기,주간,20081105,20081105,20230615
C10,부산광역시교육청,7201073,명호초등학교,Myungho elementary school,초등학교,부산광역시,부산광역시북부교육지원청,공립,46762 ,부산광역시 강서구 명지오션시티2로 41,(명지동/ 명호초등학교),051-220-1100,http://school.busanedu.net/myungho-e,남여공학,051-271-6103,,N,,,전기,주간,20090301,20090301,20230615
C10,부산광역시교육청,7201074,모덕초등학교,Modeok Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46931 ,부산광역시 사상구 덕상로 120,(모라동),051-320-0800,http://school.busanedu.net/modeok-e,남여공학,051-328-5697,,N,일반계,,전기,주간,19890301,19890301,20230615
C10,부산광역시교육청,7201026,모동중학교,Modong Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46935 ,부산광역시 사상구 모라로192번길 51,(모라동/모동중학교),051-7909-200,http://modong.ms.kr,남여공학,051-302-6137,  ,N,일반계,,전기,주간,19940226,19940226,20230615
C10,부산광역시교육청,7201075,모동초등학교,Modong Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46935 ,부산광역시 사상구 모라로192번길 37,(모라동),051-792-3700,http://modong2.es.kr,남여공학,051-792-3777,,N,일반계,,전기,주간,19940301,19940301,20230615
