시도교육청구분코드,시도교육청구분명,행정구역명,학원교습소구분명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료내용,수강료공개여부,기숙사학원여부,시설도로명주소,시설도로명상세주소,시설도로명우편번호,전화번호,수정일자
C10,부산광역시교육청,남구,교습소,3000020803,스마트해법수학교습소,20220314,20220314,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 진남로 130,", 4층 (대연동)",48448,,20231018
C10,부산광역시교육청,남구,교습소,3000020540,스카이영어교습소,20211214,20211214,개원,        ,99991231,27,8,입시.검정 및 보습,보통교과,,보습,"영어(초등):130000, 영어(중등):230000, 영어(고등):340000, 영어(중등특강):400000, 영어(고등):300000, 영어(고등특강):600000",Y,N,부산광역시 남구 동명로170번길 93,", 303호 (용호동, 용호동일타운)",48588,,20231018
C10,부산광역시교육청,남구,교습소,3000018513,스키마수학교습소,20190625,20190625,개원,        ,99991231,30,8,입시.검정 및 보습,보통교과,수학(초등A),보습,"수학(초등A):250000, 수학(초등B):220000, 수학(중등):300000, 수학(고등A):370000, 수학(고등B):420000",Y,N,부산광역시 남구 수영로 261,", 402동 401호 (대연동, 대연 SK VIEW Hills)",48442,,20231018
C10,부산광역시교육청,남구,교습소,7793,시향바이올린교습소,20050617,20050617,개원,        ,99991231,12,4,예능(대),예능(중),초급,음악, ,N,N,부산광역시 남구 분포로 113," 주상가 4층 407호(용호동, 엘지메트로시티)",608785,051-612-0203,20231018
C10,부산광역시교육청,남구,교습소,3000020355,씨투엠대연혁신수학교습소,20211007,20211007,개원,        ,99991231,6,7,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 수영로 345,"115동 208-1호(대연동,대연힐스테이트푸르지오)",48432,,20231018
C10,부산광역시교육청,남구,교습소,3000018081,아람컴퓨터교실교습소,20190218,20190218,개원,        ,99991231,64,8,기타(대),기타(중),,컴퓨터(소), ,Y,Y,부산광역시 남구 황령대로 319번가길 190-6,", 대우그린아파트 상가동 120호 (대연동)",48428,,20231018
C10,부산광역시교육청,남구,교습소,3000021313,아르트뮤직음악교습소,20221102,20221102,개원,        ,99991231,54,4,예능(대),예능(중),,음악, ,Y,N,부산광역시 남구 우암로154번길 52,", 2층 (우암동)",48489,,20231018
C10,부산광역시교육청,남구,교습소,14050,아마드미술교습소,20100201,20100201,개원,        ,99991231,24,8,예능(대),예능(중),초등미술,미술, ,Y,N,부산광역시 남구 진남로 159,", 110동 202호 일부 (대연동,대연동에스케이뷰아파트)",608760,,20231018
C10,부산광역시교육청,남구,교습소,3000019190,아멜리아영어교습소,20200316,20200314,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,영어초등,보습, ,Y,N,부산광역시 남구 못골로 73,", 3층 (대연동)",48439,,20231018
C10,부산광역시교육청,남구,교습소,3000019707,아이비즈수학교습소,20201217,20201217,개원,        ,99991231,12,6,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 황령대로319번가길 190-6,", 상가동 222호 (대연동, 대우그린아파트)",48426,,20231018
C10,부산광역시교육청,남구,교습소,3000021688,아지트인아트미술교습소,20230215,20230215,개원,        ,99991231,16,5,예능(대),예능(중),,미술, ,Y,N,부산광역시 남구 수영로325번길 11,", 506호 (대연동, 마로니에타운)",48434,,20231018
C10,부산광역시교육청,남구,교습소,3000018231,아트먼트일공미술교습소,20190326,20190326,개원,        ,99991231,6,9,예능(대),,고급(A),,"고급(A):190000, 고급(B):150000",Y,N,부산광역시 남구 수영로298번길 9,", 5층 (대연동, 시네마월드)",48499,,20231018
C10,부산광역시교육청,남구,교습소,3000017790,아트미술교습소,20181101,20181101,개원,        ,99991231,24,3,예능(대),예능(중),초급1,미술,"초급1:70000, 초급2:90000, 초급3:110000, 초급4:130000",Y,N,부산광역시 부산진구 시민공원로19번길 24,", 3층 일부 (부암동)",47192,,20231018
C10,부산광역시교육청,남구,교습소,7235,아트톡미술교습소,20050318,20050318,개원,        ,99991231,36,9,예능(대),예능(중),미술A(고급),미술, ,N,N,부산광역시 남구 전포대로20번길 15,", 308호 (문현동, 문현동삼성아파트)",48414,051-646-9802,20231018
C10,부산광역시교육청,남구,교습소,3000014962,알파플러스수학교습소,20151228,20151228,개원,        ,99991231,6,2,입시.검정 및 보습,보통교과,초등A,보습, ,Y,N,부산광역시 남구 고동골로 29,", 상가 111동 204호 (문현동, 국제금융시티 문현베스티움 아파트)",48415,,20231018
C10,부산광역시교육청,남구,교습소,6892,야베스음악교습소,20050103,20050103,개원,        ,99991231,12,4,예능(대),예능(중),피아노초급,음악, ,N,N,부산광역시 남구 동명로170번길 93,5동 204호(용호동 용호동일타운),608846,051-611-1572,20231018
C10,부산광역시교육청,남구,교습소,3000034499,어쌤수학교습소,20240304,20240304,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,부산광역시 남구 전포대로20번길 15,"(문현동,문현동삼성아파트)",48414,,20240317
C10,부산광역시교육청,남구,교습소,3000019683,에스(S)수학교습소,20201209,20201209,개원,        ,99991231,36,6,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 수영로 253-1,", 3층 (대연동)",48442,,20231018
C10,부산광역시교육청,남구,교습소,3000020804,에스제이(SJ)수학교습소,20220315,20220315,개원,        ,99991231,10,5,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 전포대로20번길 15,", 125동 307호 (문현동, 문현동삼성아파트)",48414,,20231018
C10,부산광역시교육청,남구,교습소,3000011037,에스투엔수학교습소,20111215,20111215,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,초등,보습, ,Y,N,부산광역시 남구 못골로41번길 13,", 204동 106호 (대연동,대연2차동원로얄듀크)",608817,051-912-0506,20231018
C10,부산광역시교육청,남구,교습소,8263,에이급수학교습소,20051116,20051116,개원,        ,99991231,15,5,입시.검정 및 보습,보통교과,초등수학,보습, ,N,N,부산광역시 남구 못골로 66,", 2층 일부 (대연동)",48445,051-612-3322,20231018
C10,부산광역시교육청,남구,교습소,3000018781,에이와이피아노교습소,20191018,20191018,개원,        ,99991231,28,4,예능(대),예능(중),,음악, ,Y,N,부산광역시 남구 분포로 115,", B동 301호 (용호동, 힐탑탑플레이스)",48515,051-624-2365,20231018
C10,부산광역시교육청,남구,교습소,3000019295,에이치제이(HJ)영어교습소,20200507,20200507,개원,        ,99991231,10,8,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 고동골로 29,", 상가 111동 203호 (문현동, 국제금융시티 문현베스티움 아파트)",48415,,20231018
C10,부산광역시교육청,남구,교습소,3000020298,에임하이영어교습소,20210907,20210907,개원,        ,99991231,21,7,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 고동골로 29,", 111-216 (문현동, 국제금융시티 문현베스티움 아파트)",48415,,20231018
C10,부산광역시교육청,남구,교습소,3000017698,엔메이킷영어교습소,20180906,20180906,개원,        ,99991231,36,9,입시.검정 및 보습,보통교과,영어(초등),보습,"영어(초등):180000, 영어(중등):200000, 영어(고등):300000, 영어(초등2):120000",Y,N,부산광역시 남구 고동골로78번길 81,", 3층 (문현동)",48409,,20231018
C10,부산광역시교육청,남구,교습소,3000016492,엔이(NE)능률영어교습소,20170602,20170602,개원,        ,99991231,14,4,입시.검정 및 보습,보통교과,영어(초등),보습, ,Y,N,부산광역시 남구 분포로 111,", 1001동 210호 일부 (용호동, 엘지메트로시티)",48516,,20231018
C10,부산광역시교육청,남구,교습소,3000016920,엘라영어교습소,20171129,20171129,개원,        ,99991231,27,9,국제화,외국어,영어(초급),실용외국어(유아/초·중·고), ,Y,N,부산광역시 남구 전포대로 42,", 3층 (문현동)",48412,,20231018
C10,부산광역시교육청,남구,교습소,13717,엘리영어교습소,20091130,20091130,개원,        ,99991231,72,9,국제화,외국어,영어(주3회)1,실용외국어(유아/초·중·고), ,N,N,부산광역시 남구 우암로154번길 42,2층 (우암동),608841,051-633-6263,20231018
C10,부산광역시교육청,남구,교습소,3000010962,엘리트수학교습소,20111125,20111125,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,초등,보습, ,N,N,부산광역시 남구 용호로42번길 17,3층 (용호동),608832,051-624-7345,20231018
C10,부산광역시교육청,남구,교습소,3000021811,엘리트스피치화술교습소,20230320,20230320,개원,        ,99991231,24,7,기타(대),기타(중),,화술, ,Y,N,부산광역시 남구 진남로 136,", 4층 (대연동)",48448,,20231018
C10,부산광역시교육청,남구,교습소,3000015903,엠제이(MJ)멘토수학교습소,20161118,20161118,개원,        ,99991231,24,8,입시.검정 및 보습,보통교과,수학(중),보습, ,Y,N,부산광역시 남구 수영로219번길 29,", 3층 일부 (대연동, 수성빌딩)",48439,,20231018
C10,부산광역시교육청,남구,교습소,3000021925,연세이스트만바이올린교습소,20230424,20230424,개원,        ,99991231,63,7,예능(대),예능(중),초급,음악,"초급:170000, 중급:120000, 고급:140000, 입시:160000, 초급:100000, 중급:80000, 고급:90000, 입시:100000, 초급:70000",Y,N,부산광역시 남구 분포로 61,", B동 202호 (용호동, 빌리브센트로)",48515,,20231018
C10,부산광역시교육청,남구,교습소,3000021787,영렘브란트부산용호클래스미술교습소,20230314,20230314,개원,        ,99991231,4,9,예능(대),예능(중),,미술, ,Y,N,부산광역시 남구 분포로 61,", B동 207호 (용호동, 빌리브센트로)",48515,,20231018
C10,부산광역시교육청,남구,교습소,3000021819,영렘브란트용호롯데클래스미술교습소,20230322,20230322,개원,        ,99991231,4,9,예능(대),예능(중),,미술, ,Y,N,부산광역시 남구 용호로231번길 62,", 상가동 402호 (용호동, 롯데캐슬아인스)",48589,,20231018
C10,부산광역시교육청,남구,교습소,3000014150,영어의혁신영어교습소,20150302,20150302,개원,        ,99991231,40,9,국제화,외국어,영어(초등),실용외국어(유아/초·중·고),"영어(초등):280000, 영어(중등):300000, 영어(고등):450000, 독해(중,고등):300000, 영단어(중.고등):100000",Y,N,부산광역시 남구 수영로 345,", 115동 207호 (대연동,대연힐스테이트푸르지오)",608806,051-624-0548,20231018
C10,부산광역시교육청,남구,교습소,14874,영재수학교습소,20100820,20100820,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,초등수학,보습, ,N,N,부산광역시 남구 유엔로120번길 38,2층 (대연동),608815,051-626-8884,20231018
C10,부산광역시교육청,남구,교습소,3000013353,영재수학교습소,20140422,20140422,개원,        ,99991231,18,6,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 황령대로319번가길 190-6,", 405호 (대연동,대우그린아파트상가동)",608755,,20231018
C10,부산광역시교육청,남구,교습소,12923,예가미술교습소,20090821,20090821,개원,        ,99991231,18,9,예능(대),예능(중),미술초급,미술, ,N,N,부산광역시 남구 동명로118번길 154,", 101호 (용호동, 토영마을 101동)",48573,051-627-8807,20231018
C10,부산광역시교육청,남구,교습소,3000012371,예가피아노교습소,20130417,20130417,개원,        ,99991231,85,5,예능(대),예능(중),초 기초 A,음악, ,Y,N,부산광역시 남구 용호로216번가길 33,", 2층 (용호동)",608838,051-612-3511,20231018
C10,부산광역시교육청,남구,교습소,3000010415,예쁜손음악교습소,20110609,20110609,개원,        ,99991231,30,5,예능(대),예능(중),초급A,음악, ,Y,N,부산광역시 남구 우암로2번길 30,감만현대3차아파트 상가 205호 (감만동),608753,051-638-1117,20231018
C10,부산광역시교육청,남구,교습소,3000012229,예송피아노교습소,20130305,20130305,개원,        ,99991231,15,5,예능(대),예능(중),피아노(초급),음악, ,Y,N,부산광역시 남구 용호로216번가길 40,", 206호 (용호동,용호동 성모프라자)",608838,,20231018
C10,부산광역시교육청,남구,교습소,2000015610,예향미술교습소,19990414,19990414,개원,        ,99991231,18,9,예능(대),예능(중),초급,미술, ,N,N,부산광역시 남구 양지골로 358,자유5차A상가201호 (감만동),608800,051-637-0580,20231018
C10,부산광역시교육청,남구,교습소,3000021791,옵아트미술교습소,20230315,20230315,개원,        ,99991231,36,9,예능(대),예능(중),,미술, ,Y,N,부산광역시 남구 석포로 18-1,", 2층 (감만동)",48542,,20231018
C10,부산광역시교육청,남구,교습소,3000015738,와이비엠영어교습소,20160909,20160913,개원,        ,99991231,12,4,입시.검정 및 보습,보통교과,영어(초등),보습, ,Y,N,부산광역시 남구 양지골로 340,", 2층 일부 (감만동)",48540,,20231018
C10,부산광역시교육청,남구,교습소,3000034438,와이에이치(YH)피아노교습소,20240221,20240221,개원,        ,        ,0,0,예능(대),예능(중),피아노초급(개인)A,음악,"피아노초급(개인)A:100000, 피아노중급(개인)A:120000, 피아노초급(개인)B:140000, 피아노중급(개인)B:160000, 피아노초급(그룹):100000, 피아노중급(그룹):120000",Y, ,부산광역시 남구 홍곡로320번길 132,"상가동 지3층, 10호일부(용당동,신대연코오롱하늘채아파트) ",48537,,20240303
C10,부산광역시교육청,남구,교습소,3000018689,완공수학교습소,20190828,20190828,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,수학초등,보습,"수학초등:170000, 수학중등:220000, 수학고등:270000",Y,N,부산광역시 남구 황령대로319번가길 142,", 203호 (대연동, 삼익그린타운)",48424,,20231018
C10,부산광역시교육청,남구,교습소,3000010480,용호그로잉해법영어교습소,20110623,20110623,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 용호로110번길 41,2층 (용호동),608832,051-612-0503,20231018
C10,부산광역시교육청,남구,교습소,3000015982,우암키즈센터미술교습소,20161212,20161208,개원,        ,99991231,9,9,예능(대),예능(중),초급,미술, ,Y,N,부산광역시 남구 우암로154번길 48,", 2층 (우암동)",48489,,20231018
C10,부산광역시교육청,남구,교습소,3000011119,우주미술교습소,20120104,20120104,개원,        ,99991231,18,9,예능(대),예능(중),초급,미술, ,Y,N,부산광역시 남구 오륙도로 85,", 상가2동 211호 (용호동,오륙도 에스케이뷰 아파트)",608749,070-7554-4300,20231018
C10,부산광역시교육청,남구,교습소,2000014260,운성음악교습소,19931216,19931216,개원,        ,99991231,24,4,예능(대),예능(중),피아노(초급),음악,"피아노(초급):130000, 피아노(중급):140000, 피아노(고급):150000",Y,N,부산광역시 남구 문현로 58,", 2층 (문현동, 운성피아노)",48418,051-644-9554,20231018
C10,부산광역시교육청,남구,교습소,3000017561,유니팝미술교습소,20180711,20180711,개원,        ,99991231,24,6,예능(대),예능(중),고급1,미술,"고급1:150000, 고급2:190000, 고급3:120000",Y,N,부산광역시 남구 수영로 135,", A상가 210호 (대연동)",48454,null,20240317
C10,부산광역시교육청,남구,교습소,3000010606,유클리드수학교습소,20110726,20110726,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,초등수학,보습, ,Y,N,부산광역시 남구 황령대로319번가길 190-6,", 상가동 214~216호 (대연동, 대우그린아파트)",48426,051-621-5828,20231018
C10,부산광역시교육청,남구,교습소,2000013404,윤광화피아노교습소,19820512,19820512,개원,        ,99991231,12,5,예능(대),예능(중),피아노초급,음악, ,Y,N,부산광역시 남구 못골로41번길 13,", 대연2차 동원로얄듀크 204동 105호 (대연동)",608817,,20231018
C10,부산광역시교육청,남구,교습소,3000018666,윤선생연포영어교습소,20190816,20190816,개원,        ,99991231,9,4,국제화,외국어,실용외국어,실용외국어(유아/초·중·고),실용외국어:250000,Y,N,부산광역시 남구 못골로 12,", 2층 (대연동)",48453,051-633-3009,20231018
C10,부산광역시교육청,남구,교습소,3000016651,윤성호수학교습소,20170821,20170821,개원,        ,99991231,126,9,입시.검정 및 보습,보통교과,수학(초),보습, ,Y,N,부산광역시 남구 못골로41번길 6,", 6층 일부 (대연동)",48438,051-634-9977,20231018
C10,부산광역시교육청,남구,교습소,3000024029,율(YUL)수학교습소,20230619,20230619,개원,        ,        ,0,8,입시.검정 및 보습,,수학(초등),,"수학(초등):310000, 수학(중등):350000",Y, ,부산광역시 남구 수영로325번길 26,4층 일부,48432,,20231018
C10,부산광역시교육청,남구,교습소,3000021523,이든아트미술교습소,20230102,20230102,개원,        ,99991231,36,9,예능(대),예능(중),,미술, ,Y,N,부산광역시 남구 진남로198번길 9-1,", 상가동 304호 (문현동, 현대아파트)",48423,,20231018
C10,부산광역시교육청,남구,교습소,3000014724,이룸영어교습소,20150930,20150930,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,영어(초등),보습,"영어(초등):130000, 영어(중등):160000, 영어(고등):220000",Y,N,부산광역시 남구 석포로 46-1,", 3층 일부 (감만동)",48540,,20231018
C10,부산광역시교육청,남구,교습소,3000032032,이안서가용호점논술교습소,20230718,20230718,개원,        ,        ,0,0,입시.검정 및 보습,,"유치,초등부",,"유치,초등부:290000, 유치,초등부 논술1:290000, 유치,초등부 논술2:186000, 유치,초등부 논술3:149000",Y, ,부산광역시 남구 분포로 115,A동 1201호 일부(용호동),48515,051-612-0582,20231018
C10,부산광역시교육청,남구,교습소,3000034491,이알씨(ERC)영어독서클럽영어교습소,20240129,20240129,개원,        ,        ,0,9,국제화,,,, ,Y, ,부산광역시 남구 전포대로20번길 44,2층(문현동),48415,,20240310
C10,부산광역시교육청,남구,교습소,10870,이용희피아노교습소,20080111,20080111,개원,        ,99991231,26,9,예능(대),예능(중),피아노초급,음악,"피아노초급:80000, 피아노중급:90000, 피아노입시:100000",N,N,부산광역시 남구 진남로 18,3층일부 (대연동),608808,051-628-5535,20231018
C10,부산광역시교육청,남구,교습소,3000019034,이원수학교습소,20200115,20200115,개원,        ,99991231,14,7,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 용호로42번길 11,", 2층 (용호동)",48523,,20231018
C10,부산광역시교육청,남구,교습소,12439,이혜련언어국어교습소,20101228,20090527,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,중등,보습, ,Y,N,부산광역시 남구 고동골로 34,", 2층 (문현동,하동식당)",608822,051-636-5643,20231018
C10,부산광역시교육청,남구,교습소,2000015764,이화미술교습소,20020608,20020608,개원,        ,99991231,27,9,예능(대),,미술초급,,"미술초급:60000, 미술중급:60000, 미술고급:90000",Y,N,부산광역시 남구 용호로110번길 29,2층 (용호동),608832,051-626-2397,20231018
C10,부산광역시교육청,남구,교습소,3000018378,이화음악교습소,20190507,20190507,개원,        ,99991231,18,9,예능(대),예능(중),,음악, ,Y,N,부산광역시 남구 분포로 145,", W스퀘어상가 2104호 (용호동, 더블유)",48515,,20231018
C10,부산광역시교육청,남구,교습소,3000010184,일등급해법수학교습소,20110331,20110331,개원,        ,99991231,27,9,입시.검정 및 보습,,초등A,,"초등A:170000, 초등B:180000, 초등C:180000, 초등D:200000, 중등A:250000, 중등B:250000, 중등C:300000, 고등A:350000, 고등B:450000",Y,N,부산광역시 남구 진남로18번길 6,1층일부 (대연동),608808,051-626-1453,20231018
C10,부산광역시교육청,남구,교습소,12269,일등성수학교습소,20090324,20090324,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,초등수학,보습, ,N,N,부산광역시 남구 동명로 174,2층 (용호동),608835,051-902-5477,20231018
C10,부산광역시교육청,남구,교습소,3000021414,일신공부방수학교습소,20221207,20221207,개원,        ,99991231,4,5,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 용호로 38-17,", 상가 210동 104호 (용호동, 일신님2차아파트)",48517,,20231018
C10,부산광역시교육청,남구,교습소,3000019427,일신피아노교습소,20200727,20200724,개원,        ,99991231,9,9,예능(대),예능(중),,음악, ,Y,N,부산광역시 남구 용호로 38-17,", 210동 302호 (용호동, 일신님2차아파트)",48517,,20231018
C10,부산광역시교육청,남구,교습소,3000015861,잉글리쉬저니(Englishjourney)영어교습소,20161104,20161104,개원,        ,99991231,27,9,국제화,외국어,영어 A,실용외국어(유아/초·중·고),"영어 A:300000, 영어 B:250000, 영어 C:180000",Y,N,부산광역시 남구 진남로46번길 20,", 101호 (대연동, 청명베스트빌라 나동)",48437,,20231018
C10,부산광역시교육청,남구,교습소,3000034114,잉글리시브레인스튜디오(EBS)제니영어교습소,20230920,20230920,개원,        ,        ,0,5,입시.검정 및 보습,,,, ,Y, ,부산광역시 남구 분포로 61,B동 223호(용호동),48515,,20231018
C10,부산광역시교육청,남구,교습소,3000017730,잉글리시아이대연점영어교습소,20180927,20180927,개원,        ,99991231,45,9,국제화,외국어,영어(Phonics),실용외국어(유아/초·중·고), ,Y,N,부산광역시 남구 수영로267번길 20,", 상가동 201호 (대연동, 대연동원아파트)",48443,,20231018
C10,부산광역시교육청,남구,교습소,12673,잉글리시아이영어교습소,20090723,20090723,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,영어(초등),보습, ,Y,N,부산광역시 남구 홍곡로320번길 132,"상가동 지하4층 4-1호,4-2호(용당동, 신대연코오롱하늘채아파트)",608796,051-611-0579,20231018
C10,부산광역시교육청,남구,교습소,3000019021,잉디사고력영어메트로캠퍼스영어교습소,20200109,20200109,개원,        ,99991231,24,6,국제화,외국어,실용영어초급,실용외국어(유아/초·중·고),"실용영어초급:268000, 실용영어중급:276000, 실용영어심화:345000",Y,N,부산광역시 남구 분포로 111,", 1001동 110호일부 (용호동, 엘지메트로시티)",48516,null,20231127
C10,부산광역시교육청,남구,교습소,3000022025,재미톡미술교습소,20230628,20230628,개원,        ,        ,0,9,예능(대),,초급A,,"초급A:25000, 초급B:30000, 중급A:160000, 중급B:150000, 고급A:200000, 고급B:180000, 고급C:140000, 고급D:130000, 고급E:80000",Y, ,부산광역시 남구 진남로116번길 10,2층,48449,,20231217
C10,부산광역시교육청,남구,교습소,3000017820,정병모수학교습소,20181109,20181109,개원,        ,99991231,9,3,입시.검정 및 보습,보통교과,수학(초등),보습,"수학(초등):104400, 수학(중등):118800, 수학(고등):342720",Y,N,부산광역시 남구 분포로 115,", B동 318호 (용호동, 힐탑탑플레이스)",48515,,20231018
C10,부산광역시교육청,남구,교습소,13358,정석수학교습소,20091019,20091019,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,초등,보습, ,N,N,부산광역시 남구 동명로101번다길 27,101호일부 (용호동),608832,051-248-7495,20231018
C10,부산광역시교육청,남구,교습소,5739,정통수학교습소,20040827,20040827,개원,        ,99991231,24,9,입시.검정 및 보습,보통교과,초등수학,보습,"초등수학:200000, 중등수학:250000, 고등수학:300000",Y,N,부산광역시 남구 문현로23번길 50,", 1층 일부 (문현동, 정통수학)",48417,051-636-3721,20231018
C10,부산광역시교육청,남구,교습소,3000018383,제논사회교습소,20190509,20190509,개원,        ,99991231,8,4,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 용호로 34,", 305호 (용호동, 일신프리빌리지)",48517,,20231018
C10,부산광역시교육청,남구,교습소,3000032059,제스트영어교습소,20230726,20230726,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,부산광역시 남구 용주로 36,"301동 202호(용호동,데시앙 해링턴 플레이스 파크시티)",48592,,20231018
C10,부산광역시교육청,남구,교습소,3000020689,제이의뜰영어를심다영어교습소,20220208,20220208,개원,        ,99991231,30,6,입시.검정 및 보습,보통교과,영어(초등),보습, ,Y,N,부산광역시 남구 분포로 115,", B동 311호 일부 (용호동, 힐탑탑플레이스)",48515,,20231018
C10,부산광역시교육청,남구,교습소,3000014683,제이케이(JK)수학교습소,20150909,20150909,개원,        ,99991231,45,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 진남로 122,", 3층 일부 (대연동)",608819,,20231018
C10,부산광역시교육청,남구,교습소,3000014504,조이미술교습소,20150703,20150703,개원,        ,99991231,27,9,예능(대),예능(중),미술초급,미술, ,Y,N,부산광역시 남구 수영로219번길 29,", 3층일부 (대연동, 수성빌딩)",608808,051-611-9319,20231018
C10,부산광역시교육청,남구,교습소,3000034498,조현석국어교습소,20240304,20240304,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,부산광역시 남구 분포로 115,(용호동),48515,,20240317
C10,부산광역시교육청,남구,교습소,2000015069,조혜선뮤직스쿨음악교습소,19970616,19970616,개원,        ,99991231,64,4,예능(대),예능(중),바이엘(초급),음악,"바이엘(초급):140000, 바이엘(중급):130000, 바이엘(고급):120000, 체르니(중급):150000, 체르니(고급)1:140000, 체르니(고급)2:130000, 작품반(중급):160000, 작품반(고급)1:150000, 작품반(고급)2:140000, 콩쿨반(고급):100000",N,N,부산광역시 남구 진남로36번길 39,1층일부 (대연동),608808,051-625-6873,20240121
C10,부산광역시교육청,남구,교습소,3000016324,좋은친구피아노교습소,20170405,20170405,개원,        ,99991231,20,4,예능(대),예능(중),,음악, ,Y,N,부산광역시 남구 홍곡로320번길 132,", 상가동 19호 (용당동, 신대연코오롱하늘채아파트)",48537,,20231018
C10,부산광역시교육청,남구,교습소,3000015440,죽림서예교습소,20160519,20160519,개원,        ,99991231,9,9,기타(대),기타(중),서예,서예, ,Y,N,부산광역시 남구 못골로 77,", 4층 (대연동)",48439,051-6281-193,20231018
C10,부산광역시교육청,남구,교습소,3000020061,지아트미술교습소,20210511,20210511,개원,        ,99991231,48,7,예능(대),예능(중),초급,미술,"초급:100000, 초급:130000, 중급:140000, 중급:200000, 고급:200000, 고급:300000, 입시:220000, 입시:330000, 초급:160000",Y,N,부산광역시 남구 분포로 111,", 1001동 210동 일부 (용호동, 엘지메트로시티)",48516,,20231018
C10,부산광역시교육청,남구,교습소,3000018803,지엠과학교습소,20191029,20191029,개원,        ,99991231,6,6,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 진남로 18,", 3층일부 (대연동)",48444,,20231018
C10,부산광역시교육청,남구,교습소,3000020449,차오름공부방수학교습소,20211111,20211111,개원,        ,99991231,63,7,입시.검정 및 보습,보통교과,초등수학A,보습,"초등수학A:195000, 초등수학B:240000, 중등수학:270000",Y,N,부산광역시 남구 진남로25번길 28,", 2층 (대연동)",48439,null,20240121
C10,부산광역시교육청,남구,교습소,3000034172,차이홍용호중국어교습소,20231016,20231016,개원,        ,        ,0,6,국제화,,,, ,Y, ,부산광역시 남구 분포로 61,B동 209호(용호동),48515,,20231022
C10,부산광역시교육청,남구,교습소,3000013729,참수학교습소,20140912,20140912,개원,        ,99991231,16,3,입시.검정 및 보습,보통교과,수학(초등A),보습,"수학(초등A):130000, 수학(초등B):130000, 수학(중등):160000, 수학(고등):220000",Y,N,부산광역시 남구 석포로 46-1,", 3층 일부 (감만동)",48540,,20231018
C10,부산광역시교육청,남구,교습소,3000015462,창의재미술술미술교습소,20160530,20160530,개원,        ,99991231,15,5,예능(대),예능(중),초급,미술, ,Y,N,부산광역시 남구 용호로177번길 67-2,", 1층일부 (용호동)",48586,,20231018
C10,부산광역시교육청,남구,교습소,3000019164,채민영어교습소,20200228,20200228,개원,        ,99991231,8,8,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 수영로 261,", 205호 (대연동, 대연 SK VIEW Hills)",48442,,20231018
C10,부산광역시교육청,남구,교습소,3000020251,채움영어교습소,20210824,20210824,개원,        ,99991231,9,3,입시.검정 및 보습,보통교과,,보습, ,Y,N,부산광역시 남구 분포로 115,", B동 309호 (용호동, 힐탑탑플레이스)",48515,,20231018
C10,부산광역시교육청,남구,교습소,3000034125,책나무대연초힐스독서교습소,20230921,20230921,개원,        ,        ,0,9,기타(대),,,, ,Y, ,부산광역시 남구 진남로18번길 6,202호(대연동),48444,,20231018
C10,부산광역시교육청,남구,교습소,3000020584,책동클럽용호센터독서논술교습소,20211207,20211231,개원,        ,99991231,36,9,입시.검정 및 보습,보통교과,초등독서논술,보습, ,Y,N,부산광역시 남구 분포로 113,", 1004동 202호 (용호동, 엘지메트로시티)",48516,,20231018
